,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
190941,1540287272548_N01,news,yahoo股市,最新財經新聞,2018/10/23 17:07:00,個股：華航(2610)違反勞基法，遭桃園市政府勞動局裁處罰鍰100萬元,財訊快報,桃園市政府勞動局裁處罰鍰新臺幣100萬元<BR>1.事實發生日:107/10/23<BR>2.發生緣由:桃園市政府勞動局於107年8月28日及31日，至本公司實施勞動檢查，<BR> 以本公司違反勞動基準法第32條第2項延長勞工工作時間規定，<BR> 裁處罰鍰新臺幣100萬元。<BR>3.處理過程:本公司已派員就勞動檢查事項詳細說明。<BR>4.預計可能損失:新臺幣100萬元。<BR>5.可能獲得保險理賠之金額:不適用。<BR>6.改善情形及未來因應措施:本公司將採取行政救濟措施。<BR>7.其他應敘明事項:無。,https://tw.stock.yahoo.com/news/個股-華航-2610-違反勞基法-遭桃園市政府勞動局裁處罰鍰100萬元-090754070.html
190953,1540288173331_N01,news,yahoo股市,最新財經新聞,2018/10/23 17:23:00,《航運股》華航因工時問題，遭罰100萬元,時報資訊,華航 (2610) 表示，桃園市政府勞動局於107年8月28日及31日，至華航實施勞動檢查，以華航違反勞動基準法第32條第2項延長勞工工作時間規定，裁處罰鍰100萬元。華航將採取行政救濟措施。(編輯整理：莊雅珍),https://tw.stock.yahoo.com/news/航運股-華航因工時問題-遭罰100萬元-092311692.html
191367,1540343990134_N01,news,yahoo股市,最新財經新聞,2018/10/24 08:52:00,《傳產》華航、空巴聯名彩繪機亮相,時報資訊,"中華航空與空中巴士A350聯名彩繪機昨（23）日下午飛抵桃園，為台灣第一家與空中巴士合作的彩繪機，也是全台唯一以企業色系塗裝的空中巴士聯名彩繪機，將於本月26日首航台北－香港，未來將飛航亞洲、歐美、大洋洲等地。<BR> 華航空董事長何煖軒表示，A350機隊是華航的驕傲，從2016年10月投入以來已航行約4,788萬公里，足以繞地球約1,197圈，並已運送約265萬乘客遨遊全球各大航點。華航期盼透過第14架A350入列後，讓旅客服務更加優質，提升競爭力。<BR> A350空中巴士聯名彩繪機使用噴漆進行彩繪，有別於以往使用數位印刷製作航空器彩繪貼。其中噴漆過程最為複雜，空中巴士採用經典碳纖維圖樣，創造幾何穿梭的科技編織美感，配上中華航空企業色系，輔以噴漆技師耗時費力的謹慎執行，將空中巴士經典設計與華航企業特色完美相融。(新聞來源：工商時報─張佩芬╱台北報導)",https://tw.stock.yahoo.com/news/傳產-華航-空巴聯名彩繪機亮相-005214493.html
191397,1540344857692_N01,news,yahoo股市,最新財經新聞,2018/10/24 09:04:00,華航違反勞動基準法，遭處罰鍰100萬元,Moneydj理財網,公開資訊觀測站重大訊息公告<BR>(2610)華航-桃園市政府勞動局裁處罰鍰新臺幣100萬元<BR>1.事實發生日:107/10/23<BR>2.發生緣由:桃園市政府勞動局於107年8月28日及31日，至本公司實施勞動檢查，以本公司違反勞動基準法第32條第2項延長勞工工作時間規定，裁處罰鍰新臺幣100萬元。<BR>3.處理過程:本公司已派員就勞動檢查事項詳細說明。<BR>4.預計可能損失:新臺幣100萬元。<BR>5.可能獲得保險理賠之金額:不適用。<BR>6.改善情形及未來因應措施:本公司將採取行政救濟措施。<BR>7.其他應敘明事項:無。,https://tw.stock.yahoo.com/news/華航違反勞動基準法-遭處罰鍰100萬元-010414621.html
193712,1540525786637_N01,news,yahoo股市,最新財經新聞,2018/10/26 11:31:00,個股：華航A350空巴聯名彩繪機推公益圓夢，Q3為傳統旺季，可望交出好成績,財訊快報,中華航空(2610)今(26)日宣布，偕空中巴士贊助，規劃公益圓夢之旅，華航A350空中巴士聯名彩繪新機CI-641班次，搭載勵馨基金會25位青少年及孩童由台北前往香港，展開為期3天2夜的旅程，完成搭機出國的美好經驗。而儘管第三季財報尚未出爐，不過第三季因是傳統旺季，因此法人預期第三季可望交出好成績，至於第四季，受到油價高漲衝擊，華航董事長何煖軒日前表示，受到高油價影響，第四季營運確實較辛苦，所幸第四季貨運表現持續熱絡。<BR> 何煖軒日前指出，今年華航整體來講還不錯，子公司表現都很不錯，而第四季的表現可能不會比去年第四季好，主要差在油價成本，在航空用油80美元時，公司還可獲利，但若漲到90美元以上，就會比較辛苦，目前油價每桶約92美元，但去年同期油價每桶僅60美元，一來一往差距較大，所幸第四季貨運表現持續熱絡。<BR> 此次華航首度與勵馨基金會合作，帶領小朋友們搭乘首航班機，預計造訪香港知名觀光景點如迪士尼樂園、太平山、香港歷史博物館、1881水警總部等，陶冶性靈及飽覽風俗民情，並入住迪士尼好萊塢飯店，享受繽紛夢幻的氣氛，一圓小朋友們的夢想，探索世界之美。<BR> 華航自2007年起投入環境保護與社會公益，致力於企業社會責任超過10餘載。而華航與空巴聯名彩繪機首航香港後，將陸續飛往印尼雅加達、澳洲雪梨、奧地利維也納、英國倫敦等地。,https://tw.stock.yahoo.com/news/個股-華航a350空巴聯名彩繪機推公益圓夢-q3為傳統旺季-可望交出好成績-033124546.html
193856,1540534808176_N01,news,yahoo股市,最新財經新聞,2018/10/26 14:08:00,《航運股》華航A350空巴聯名彩繪機，承載孩童夢想首航香港,時報資訊,中華航空 (2610) 今(26)日宣布，偕空中巴士贊助，規劃公益圓夢之旅，華航 A350空中巴士聯名彩繪新機CI-641班次，搭載勵馨基金會25位青少年及孩童由台北前往香港，展開為期3天2夜的旅程，完成搭機出國的美好經驗。<BR> 勵馨基金會為國內首家民間收容機構，以追求社會公益為目標，提供弱勢婦幼關懷服務。華航首度與勵馨基金會合作，帶領小朋友們搭乘首航班機，造訪香港知名觀光景點如迪士尼樂園、太平山、香港歷史博物館、1881水警總部等，陶冶性靈及飽覽風俗民情，並入住迪士尼好萊塢飯店，享受繽紛夢幻的氣氛，一圓小朋友們的夢想，探索世界之美。<BR> 華航自2007年起投入環境保護與社會公益，致力於企業社會責任超過10餘載。2011年12月起號召員工組成志工團隊，自發性定期前往學校，教授各年級小朋友航空英語及分享飛行常識，另持續舉辦圍爐、敬老、淨灘等公益活動，愛心不落人後。<BR> 彩繪機首航活動邀請現場旅客打卡拍照同樂，即可獲得精美小禮，如手機泡泡騷或彩繪機模型等。華航與空巴聯名彩繪機首航香港後，將陸續飛往印尼雅加達、澳洲雪梨、奧地利維也納、英國倫敦等地，翱翔世界各地展現空中巴士經典設計與華航企業特色完美相融風采，讓世界看見台灣。(新聞來源：工商即時 張佩芬),https://tw.stock.yahoo.com/news/航運股-華航a350空巴聯名彩繪機-承載孩童夢想首航香港-060802719.html
197124,1540963227529_N01,news,yahoo股市,最新財經新聞,2018/10/31 12:57:00,個股：擴大商旅服務，華航(2610)台北-重慶今開航,財訊快報,為提供旅客更多元及全面的產品，中華航空(2610)今(31)日宣布開航台北-重慶航線，每週三、六飛航，以A330機型執飛，每班提供307席座位，為該航線唯一使用廣體客機營運的航空公司。 <BR> 華航表示，目前台北-重慶的訂位狀況已達8成，未來進入長江三峽的旅遊旺季，再加上與現有成都、武漢等航點結合，旅客可搭配每週2班的台北-成都、每週2班的台北-武漢及華航集團華信航空每週2班松山-武漢，雙點進出，能把更多時間花在景點上，長江中下游精華區域一次玩透透，回程不必走回頭路，提供不同航點往返的便利性。<BR> 重慶為長江上游經濟中心、西南工商業重鎮以及綜合交通樞紐，也為西部大開發重點地區和台商重點投資目的地。華航集團於2011年起開闢重慶航線，台北-重慶開航後，華航集團於大陸地區共29個航點，每週124個航班往返。華航表示，即日起至11月15日止，推出經濟艙來回機票6790元起(未稅)特惠價。,https://tw.stock.yahoo.com/news/個股-擴大商旅服務-華航-2610-台北-045759783.html
198197,1541042363629_N01,news,yahoo股市,最新財經新聞,2018/11/1 10:58:00,〈旅展促銷提前跑〉華航Q4客貨運均熱 開賣促銷機票 最高現省4000元,鉅亨網,全台最大旅展 2018 ITF 台北國際旅展將於 11 月 23 日登場，華航 (2610-TW) 宣布線上旅展已搶先開跑，全航線購票最高現省 4000 元，官網還祭出周周獨家航點優惠價，如台北 - 墨爾本下殺到 12600 元起 (未稅)，為第 4 季客運業績持續增添成長動能。<BR>華航前 3 季合併營收達 1263.52 億元，年增 10.35%，進入第 4 季後，除了貨運有跨境電商的需求拉抬，客運在歐洲線的高乘載率下也穩定成長。<BR>法人認為，消費景氣下滑之虞，消費者更有意趁旅展促銷檔期採購，對於觀光業者的挹注可樂觀看待。<BR>為了搶攻龐大旅展商機，華航表示，這次延續年度形象廣告的廣大迴響，周周推出獨賣航線優惠機票，活動首周有台北 - 福岡 6600 元起 (未稅)，長程航線台北 - 墨爾本 12600 元起 (未稅)、台北 - 法蘭克福 16000 元起 (未稅) 等優惠票。<BR>此外，華航也大手筆回饋旅客，將抽出 5 名獲得雙人環球機票大獎，中獎的旅客將可帶走不限航點 5 組雙人來回機票共 10 張。,https://tw.stock.yahoo.com/news/旅展促銷提前跑-華航q4客貨運均熱-開賣促銷機票-最高現省4000元-025811166.html
201249,1541403310582_N01,news,yahoo股市,最新財經新聞,2018/11/5 15:07:00,華航發言人改由劉朝洋擔任,Moneydj理財網,公開資訊觀測站重大訊息公告<BR>(2610)華航-公告本公司發言人異動<BR>1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴訟及非訟代理人）:發言人<BR>2.發生變動日期:107/11/05<BR>3.舊任者姓名、級職及簡歷:彭榮敏先生，本公司公共關係室副總經理，曾任大陸地區首席代表兼華北區首席代表兼北京辦事處總經理、地勤服務處副總經理。<BR>4.新任者姓名、級職及簡歷:劉朝洋先生，本公司地勤服務處副總經理，曾任華南區首席代表兼廣州辦事處總經理、空服處協理。<BR>5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新任」或「解任」）:職務調整<BR>6.異動原因:發言人職務異動。<BR>7.生效日期:107/11/05<BR>8.其他應敘明事項:無。,https://tw.stock.yahoo.com/news/華航發言人改由劉朝洋擔任-070747480.html
202520,1541506011470_N01,news,yahoo股市,最新財經新聞,2018/11/6 19:23:00,泰國推2個月免簽證費 華航、長榮航搭順風車,鉅亨網,泰國政府今 (6) 日將實施免簽證費 2 個月措施，包括台灣在內的 21 個可申請落地簽證的國家，自 11 月 15 日起免收簽證費以刺激觀光市場，將有助航空業和旅遊業營運，其中，華航 (2610-TW)、長榮航 (2618-TW) 受惠可期。<BR>據觀光局統計，去年台灣赴泰旅遊人次高達 55 萬多人次，年增近 4%，由於近年來都維持在 50 萬人次以上水準，長榮航看準當地旅遊市場商機成長性，7 月開闢直飛泰北的清邁航線，是國籍航空中的獨家航線。<BR>法人預期，在泰國實施 2 個月的免簽證費後，自由行需求將進一步提升，有利航空業者表現，其中，有飛航曼谷航點的華航和長榮航均受惠。<BR>而長榮航自 7 月開航台北直飛泰國清邁後，載客率都在 90% 之上，由於目前以單走道客機 A321 執飛該航線，隨著泰國旅遊持續暢旺，長榮航正評估投入較大的 B787 或 A330，有利泰國客運營收進一步提升。<BR>易遊網則表示，根據易遊網機票銷售數據統計出 2019 年跨年 10 大熱門航點，以香港最為熱銷，而曼谷排名第 5，整體來看，今年跨年票價普遍較去年高，主要是稅金調漲，加上今年請 4 休 11，較去年多 1 天，使旅遊需求更明顯，從目前開票量來看，已比去年成長近 2 倍，即便票價調漲 2-3% 不等，仍不減民眾出國跨年的意願。<BR>其中，曼谷跨年含稅票價 (中位數)1 萬出頭，僅略高於香港和上海，隨著簽證費用減免，不排除接下來還會有一波前往曼谷跨年的熱潮湧現。,https://tw.stock.yahoo.com/news/泰國推2個月免簽證費-華航-長榮航搭順風車-112302215.html
203014,1541572501269_N01,news,yahoo股市,最新財經新聞,2018/11/7 08:52:00,《產業》華航60周年，新月曆吸睛,時報資訊,中華航空明年喜迎創業60周年，隆重推出「60全心GO A FRESH START」2019年月、桌曆，廣邀優秀機師、空服員、修護、地服員工入鏡，公司60周年標誌也首度曝光，以企業識別色藍紅交織「60」字樣，象徵「GO」（出發） 與「∞」（無限大），展現動感與喜悅，讓大家回顧華航與台灣人一甲子的美好回憶。<BR> 2019年月、桌曆嚴選亞、美、歐、大洋洲等華航六大直飛航點，邀請旅客一年365天暢遊世界美景。從1、2月一登美國安大略景色壯麗的大熊山峰，在著名的滑雪勝地飽覽銀色世界的美景。3、4月春暖花開，適逢東南亞最盛大的傳統節日「泰國潑水節」，人人用純淨的清水互相潑灑，祈求洗去不順遂，來年重新出發。春夏交際的5、6月，適合踏足氣溫回暖、日照變長的倫敦旅遊，從大笨鐘、西敏寺、白金漢宮到國王十字車站都值得一探究竟。<BR> 艷陽高照的7、8月，不妨走訪北海道富良野的薰衣草田，此處更有被譽為「此生必看絕景」的七種薰衣草風情，為夏日留下最繽紛的回憶。9、10月浪漫的秋季，在中央公園、帝國大廈、第五大道將紐約之美盡收眼底。11、12月在南半球的澳洲雪梨，坐擁歌劇院與雪梨大橋美景，搭配海上船隻煙火點綴，享受每年數一數二受歡迎的倒數跨年並許下願望，展開新年新希望。(新聞來源：工商時報─張佩芬╱台北報導),https://tw.stock.yahoo.com/news/產業-華航60周年-新月曆吸睛-005242529.html
205383,1541668213940_N01,news,yahoo股市,最新財經新聞,2018/11/8 16:48:00,董事會：華航(2610)決議註銷庫藏股減資5億元，減資比率0.91%,財訊快報,"公告本公司董事會決議註銷本次買回股份之減資基準日<BR>1.董事會決議日期:107/11/08<BR>2.減資緣由:依證券交易法第二十八條之二條規定，註銷本公司107年買回本公司股份。<BR>3.減資金額:新臺幣500,000,000元。<BR>4.消除股份:50,000,000股。<BR>5.減資比率:0.91%。<BR>6.減資後股本:新臺幣54,209,846,500元。<BR>7.預定股東會日期:不適用。<BR>8.預計減資新股上市後之上市普通股股數:不適用。<BR>9.預計減資新股上市後之上市普通股股數占已發行普通股比率<BR>（減資後上市普通股股數/減資後已發行普通股股數）:不適用。<BR>10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，<BR>請說明股權流通性偏低之因應措施:不適用。<BR>11.其他應敘明事項:董事會決議減資基準日為107年11月12日。",https://tw.stock.yahoo.com/news/董事會-華航-2610-決議註銷庫藏股減資5億元-減資比率0-084808737.html
205959,1541724025571_N01,news,yahoo股市,最新財經新聞,2018/11/9 08:15:00,《業績-航運》油價高漲，華航Q3獲利年減72％,時報資訊,"華航 (2610) 今年第三季單季營收451.97億元，營業淨利18.95億元，稅前淨利16.6億元，歸屬母公司淨利10.81億元，相較去年同期29.52億元，減少18.71億元、年減72.1％，EPS0.2元，與去年同期0.54元相較，減少0.34元，主要是因季內油價持續上漲，較去年同期高出39.38％，吃掉約40億元利潤。<BR> 華航第三季營收較去年同期成長11.48％，公司指出，第三季是客運最大旺季，東北亞、東南亞航線需求旺盛、大洋洲及歐洲航線受益於增班效益，使整體客運收入成長。<BR> 貨運部分市場整體需求持續強勁，因中美貿易戰關稅問題貨主趕出貨，華航針對利基市場加深航線布局，增派加班機，整體貨運收入較去年同期大幅成長。但季內航空燃油均價從去年的每桶63.64美元漲到88.7美元，漲幅高達39.38％。<BR> 華航累計前三季合併營業收入1,262.07億元，合併營業淨利30.93億元，合併稅前淨利22.86億元，合併稅後淨利16.29億元，歸屬母公司淨利12.69億元，EPS0.23元。<BR> 第四季原本就是貨運旺季，今年因中美貿易戰影響，下半年美國線已歷經五次漲價，11月16日要做第六次漲價，貨運第四季獲利幾乎確定會超過第三季，加上近期油價下跌，收益還會提升。<BR> 客運部分第三季表現最好的是歐洲線，日本亞洲區間航線表現穩定，華航在台灣與紐澳間提供最多航班，紐澳經台灣轉飛倫敦的旅客不少，而澳洲人也很喜歡到日本，華航飛日本航班最多，也爭取到不少澳洲轉機客。<BR> 展望第四季，客運部分表現優於預期，10月因為不像去年有中秋加雙十的連假，載客率比去年略減1％，11月雖有選舉因素，載客率卻優於去年，12月是西方人的重要節日與寒假，估計載客率可拉高到8成以上。<BR> 第四季表現最突出的屬美國加州安大略航線，這條航線在今年3月底開航，經過半年多慘澹經營，在調整時間帶，並以全新A350客機飛行後，載客率已拉升到8成以上。（新聞來源：工商時報─張佩芬╱台北報導）",https://tw.stock.yahoo.com/news/業績-航運-油價高漲-華航q3獲利年減72-001513000.html
209001,1541991286819_N01,news,yahoo股市,最新財經新聞,2018/11/12 10:29:00,個股：華航(2610)攜手富邦產險，啟動快捷理賠服務,財訊快報,"富邦產險與中華航空(2610)攜手合作，宣布自即日起凡搭乘華航國際航線的旅客，在投保富邦產險旅遊不便險時提供航班資訊與個人資料，當班機延誤達理賠標準，保戶無需主動申請理賠，理賠金即自動匯入指定帳戶。<BR> 富邦產險表示，今年5月推出的班機延誤險快捷理賠服務大受好評，只要客戶同意使用快捷理賠服務，富邦產險將主動通知符合理賠條件的客戶；該服務累計至今，共主動通知保戶近5,000件。此次金融保險業與航空業的異業結盟，串接航空公司航班資訊與保險公司理賠系統，保戶不再需要主動進行理賠申請，可讓更多客戶享受快捷便利的理賠服務。<BR> 富邦產險進一步說明，出國旅遊民眾害怕遇到的許多風險，幾乎都在旅遊不便險的保障範圍內，包含因班機誤點、取消，導致後續行程延誤，或是發生行李遺失或是行李遭摔壞等情形，一旦達到理賠門檻，都可以藉由投保旅遊不便險將損失轉嫁給保險公司，是向產險公司投保旅平險極重要的項目。",https://tw.stock.yahoo.com/news/個股-華航-2610-攜手富邦產險-啟動快捷理賠服務-022911791.html
209154,1541994902235_N01,news,yahoo股市,最新財經新聞,2018/11/12 11:30:00,華航第4季貨運看旺油價下跌 股價小漲,中央社,（中央社記者韋樞台北2018年11月12日電）華航 (2610) 第3季遭高油價拖累，每股盈餘(EPS)僅0.2元，較去年同期的0.54元大幅減少；但近期油價下跌，華航看旺第4季歐美節慶和華人農曆年等貨運輸求，早盤股價漲逾3%。<BR>華航第3季單季營收新台幣451.97億元，營業淨利18.95億元，稅前淨利16.6億元，歸屬母公司淨利10.81億元，年減72.1%，EPS0.2元，與去年同期0.54元相較，減少0.34元<BR>累計前3季合併營業收入1262.07億元，合併營業淨利30.93億元，合併稅前淨利22.86億元，合併稅後淨利16.29億元，歸屬母公司淨利12.69億元，EPS0.23 元，第3季貢獻今年絕大部分獲利。<BR>華航表示，進入第4貨運旺季，今年受惠美中貿易戰影響，客戶急著在美國課重關稅前從大陸出貨美國，加上原本大陸貨運量供應不足，不少貨物先出貨台灣協助運往世界各地，今年下半年已數度調漲貨運價，加上近期油價走軟，有利成本下降，獲利提升。<BR>長榮航 (2618) 還未公布第3季財報，但累計前10月營收1496億958萬元，年增10.55%。<BR>台股今天開低後黑翻紅，航運股最高上漲1.09%，華航股價開高走高，量價齊揚，盤中最高9.97元，漲幅逾3.2%，成交量迅速擴大逾1.4萬張；長榮航走勢亦同，股價最高14.7元，漲幅逾1.4%，成交量逾6000張。,https://tw.stock.yahoo.com/news/華航第4季貨運看旺油價下跌-股價小漲-033039994.html
209180,1541995767055_N01,news,yahoo股市,最新財經新聞,2018/11/12 11:43:00,華航攜富邦產險 啟動快捷理賠自動入帳,中央社,（中央社記者韋樞台北2018年11月12日電）華航 (2610) 決定攜手富邦產險，自即日起串接航班資訊和理賠系統，凡搭乘華航國際航線的旅客，當班機延誤達理賠標準，理賠金自動匯入指定帳戶，不須保戶主動申請。<BR>富邦產險表示，今年5月推出班機延誤險快捷理賠服務大受好評，只要客戶同意使用快捷理賠服務，富邦產險將主動通知符合理賠條件的客戶；這項服務累計至今共主動通知保戶近5000件。<BR>這次金融保險業與航空業的異業結盟，串接航空公司航班資訊與保險公司理賠系統，保戶不再需要主動進行理賠申請，可讓更多客戶享受快捷便利的理賠服務。<BR>富邦產險說，出國旅遊民眾害怕遇到的許多風險，幾乎都在旅遊不便險的保障範圍內，包含因班機誤點、取消，導致後續行程延誤，或是發生行李遺失或是行李遭摔壞等情形，一旦達理賠門檻，均可藉由投保旅遊不便險將損失轉嫁給保險公司。（編輯：郭萍英）,https://tw.stock.yahoo.com/news/華航攜富邦產險-啟動快捷理賠自動入帳-034339487.html
209228,1541998467071_N01,news,yahoo股市,最新財經新聞,2018/11/12 12:31:00,《產業》富邦產攜手華航，班機延誤理賠金自動入帳,時報資訊,"富邦金 (2881) 旗下富邦產險與華航 (2610) 攜手合作，宣布自即日起凡搭乘華航國際航線的旅客，在投保富邦產險旅遊不便險時提供航班資訊與個人資料，當班機延誤達理賠標準，保戶無需主動申請理賠，理賠金即自動匯入指定帳戶！<BR> 富邦產險表示，今年5月推出的班機延誤險快捷理賠服務大受好評，只要客戶同意使用快捷理賠服務，富邦產險將主動通知符合理賠條件的客戶；該服務累計至今，共主動通知保戶近5,000件。此次金融保險業與航空業的異業結盟，串接航空公司航班資訊與保險公司理賠系統，保戶不再需要主動進行理賠申請，可讓更多客戶享受快捷便利的理賠服務。<BR> 富邦產險進一步說明，民眾出國旅遊時害怕遇到的許多風險，幾乎都已被納入在旅遊不便險的保障範圍內，包含因班機誤點、取消，導致後續行程延誤；或是發生行李遺失、行李遭摔壞等情形，一旦達到理賠門檻，都可以藉由投保旅遊不便險將損失轉嫁給保險公司，這正是許多民眾向產險公司投保旅平險的重要目的。",https://tw.stock.yahoo.com/news/產業-富邦產攜手華航-班機延誤理賠金自動入帳-043109177.html
209730,1542045856405_N01,news,yahoo股市,最新財經新聞,2018/11/12 16:49:00,華航 107年10月營收147.67億、年增5.07%,Moneydj理財網,"華航(2610)10月營收資料(單位千元) <BR> 當月 本年累計 營收 14,767,395 141,118,908 去年同期 14,054,891 128,538,630 增減 712,504 12,580,278 增減百分比 5.07% 9.79%",https://tw.stock.yahoo.com/news/華航-107年10月營收147-67億-年增5-07-084956771.html
209753,1542045893590_N01,news,yahoo股市,最新財經新聞,2018/11/12 16:41:00,營收：華航(2610)10月營收147億6739萬元，月增率3.47%，年增率5.07%,財訊快報,華航(2610)自結107年10月營收147億6739萬5000元，和上個月的142億7146萬5000元相較，增加金額為4億9593萬元，較上月增加3.47%，和106年同月的140億5489萬1000元相較，增加金額為7億1250萬4000元，較106年同月增加5.07%。<BR> 累計107年1-10月營收1411億1890萬8000元，和106年同期的1285億3863萬元相較，增加金額為125億8027萬8000元，較106年同期增加9.79%。,https://tw.stock.yahoo.com/news/營收-華航-2610-10月營收147億6739萬元-月增率3-084152390.html
210184,1542074801058_N01,news,yahoo股市,最新財經新聞,2018/11/13 08:42:00,《外資》買超股：友達、華航、新光金,時報資訊,經統計，前個交易日(20181112)<BR> 1.外資連續買超五日以上的股票：<BR> 中華電 (2412) 富邦金 (2881) 中信金 (2891) 元大金 (2885) 友 達 (2409) <BR> 群 創 (3481) 宏達電 (2498) 華南金 (2880) 台新金 (2887) 玉山金 (2884) <BR> 群益證 (6005) 同 致 (3552) 華 航 (2610) 綠 能 (3519) 群 聯 (8299) <BR> 東 洋 (4105) 雙 鴻 (3324)<BR> 2.連續買超四日的股票：<BR> 開發金 (2883) 永豐金 (2890) 智 邦 (2345) 威 剛 (3260) 伍 豐 (8076) <BR> 至 上 (8112) 光洋科 (1785) <BR> 3.連續買超三日的股票：<BR> 南 茂 (8150) 鎧勝-KY (5264) <BR> 4.連續買超二日的股票：<BR> 中租-KY (5871) 東 捷 (8064) 金 居 (8358) 神 盾 (6462) 宏 捷 (8086) <BR> 豐 泰 (9910) 合 晶 (6182) 南亞科 (2408) 先 豐 (5349) 尚 立 (3360) <BR> 金像電 (2368) 富 喬 (1815) 泰 詠 (6266) 精 星 (8183) 良 維 (6290) <BR> 5.轉賣為買的股票：<BR> 台積電 (2330) 國泰金 (2882) 南 亞 (1303) 寶 成 (9904) 中 鋼 (2002) <BR> 台 泥 (1101) 聯 電 (2303) 新 普 (6121) 日月光投控 (3711) 亞德客-KY (1590) <BR> 第一金 (2892) 新光金 (2888) 兆豐金 (2886) 臺企銀 (2834) 中 壽 (2823) <BR> 仁 寶 (2324) 上 銀 (2049) 橘 子 (6180) 台 塑 (1301) 台 苯 (1310) <BR> 遠東新 (1402) 長 榮 (2603) 茂 迪 (6244) 中美晶 (5483) 世 界 (5347) <BR> 榮 成 (1909) 欣 銓 (3264) 致 伸 (4915) 力 旺 (3529) 嘉聯益 (6153) <BR> 華 通 (2313) 光寶科 (2301) 錸 德 (2349) 加百裕 (3323) <BR> 6.買超前20名：<BR> 金融股：<BR> 新光金 (2888) 開發金 (2883) 元大金 (2885) 中信金 (2891) 玉山金 (2884) <BR> 兆豐金 (2886) 上海銀 (5876) 華南金 (2880) 永豐金 (2890) 國泰金 (2882) <BR> 電子股：<BR> 友 達 (2409) 聯 電 (2303) 華 通 (2313) 緯 創 (3231) 南 茂 (8150) <BR> 群 創 (3481) <BR> 傳產股：<BR> 華 航 (2610) 中 鋼 (2002) 台 泥 (1101) 寶 成 (9904),https://tw.stock.yahoo.com/news/外資-買超股-友達-華航-新光金-004221195.html
215216,1542355751348_N01,news,yahoo股市,最新財經新聞,2018/11/16 15:40:00,個股：航空雙雄長榮航、華航前三季EPS為1.36元、0.23元，Q4貨運表現仍佳,財訊快報,航空雙雄長榮航(2618)及華航(2610)第三季及前三季獲利出爐，其中第三季受到油價上漲影響成本等因素，航空雙雄獲利皆較去年同期下滑，不過前三季獲利皆較去年同期成長；其中長榮航第三季每股盈餘(EPS)0.6元，低於去年同期的1.03元，累計前三季EPS1.36元，優於去年同期的1.22元；至於華航第三季每股盈餘(EPS)0.2元，低於去年同期的0.54元，累計前三季EPS 0.23元，優於去年同期的0.17元。由於近期油價下跌，成本壓力舒緩，加上美中貿易戰業者提前拉貨效應，有利航空雙雄第四季貨運業績表現。<BR> 長榮航空前三季累計營收1348.12億元，營業毛利173.25億元，毛利率12.85%，營益率5.93%，本期淨利65.92億元，合併稅後盈餘59.81億元，年增率11.44%，EPS 1.36元。<BR> 華航前三季累計營收1262.07億元，營業毛利130.63億元，毛利率10.35%，營益率2.45%，本期淨利16.29億元，合併稅後盈餘12.69億元，年增率33.27%，EPS 0.23元。<BR> 長榮航空近期迎接787新機，初期投入台北-香港航線，之後也將投入台北-東京及台北-大阪航線；而長榮航日前也在國際知名航空專業評鑑網站AirlineRatings.com公佈的最佳航空公司大獎(Airline Excellence Awards)評選結果中，獲得「全球十大最佳航空公司–第八名(World’s Top Ten Airlines – No.8)」以及「亞太區最佳長程線航空公司(Best Long-Haul Airline Asia/Pacific)」兩項獎項。,https://tw.stock.yahoo.com/news/個股-航空雙雄長榮航-華航前三季eps為1-36元-0-074015244.html
215669,1542532200996_N01,news,yahoo股市,最新財經新聞,2018/11/18 16:50:00,《航運股》華航油料成本大減,時報資訊,"華航 （2610） 因近期油價跌幅深，油料占公司營運成本3成以上，負擔大幅減輕，外資連續15日買進約6.5萬張，本月14日股價重回票面價，上周五小跌0.05元，收盤價10.20元，累計近一周上漲2.62％，近月上漲12.46％。<BR> 上周五航空燃油每桶約84美元，較10月份均價95美元低廉11美元，如果油價維持在這個水平，公司每月用油約140萬桶，月省1,540萬美元，約4.74億台幣，不過因為向客戶收取的油料附加費也會下調，公司實質利益約6成。華航評估，短期內油價不會大幅上調，有助公司拉高獲利空間。（新聞來源：工商時報─記者張佩芬╱台北報導）",https://tw.stock.yahoo.com/news/航運股-華航油料成本大減-085058362.html
